"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Alt Text","Gift Card","Google Shopping / MPN","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","SEO Title","SEO Description","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","collection"
"cut-stone","Cut Stone - Castle Rock","Product description","Environmental Stone Works","stone,veneer","TRUE","Color","Bucks Country","","","","","","0","","0","continue","manual","4.99","9.99","TRUE","TRUE","","","http://www.estoneworks.com/images/sized/images/products/midwest/Bucks_County_Castlerock-500x500.jpg","Cut Stone - Castle Rock - Buck County","FALSE","","","","","","","","","","","","","Stone Veneer"
"cut-stone","","","","","TRUE","Color","Sandstone","","","","","","0","","0","continue","manual","4.99","9.99","TRUE","TRUE","","","http://www.estoneworks.com/images/sized/images/products/midwest/Sandstone_Castlerock-500x500.JPG","Cut Stone - Castle Rock - Sandstone","FALSE","","","","","","","","","","","","","Stone Veneer"
